DateTime,AddedIPs,RemovedIPs
1547063882,8,7
1547072042,9,7
1547078764,66,68
1547085014,3,4
1547094362,8,6
1547100842,12,10
1547107324,5,6
1547116922,32,35
1547123402,8,6
1547129642,5,5
1547136364,6,7
1547145723,19,20
1547152203,10,9
1547158443,11,10
1547164924,111,111
1547171413,1,1
1547180762,12,11
1547187244,10,9
1547193723,4,3
1547203084,6,7
1547209562,9,11
1547216282,11,11
1547223003,2,2
1547239322,34,29
1547245562,10,8
1547252283,82,89
1547274843,3,3
1547281323,64,59
1547287803,21,17
1547294043,13,11
1547303642,4,4
1547310123,9,9
1547316602,8,8
1547322842,13,13
1547332442,6,8
1547338923,122,132
1547345404,7,6
1547351647,5,4
1547361003,9,6
1547367242,14,16
1547373722,10,8
1547383322,7,7
1547389802,4,5
1547396043,13,11
1547402283,7,6
1547411642,13,13
1547418123,7,5
1547428442,78,86
1547435643,5,6
1547439003,14,14
1547445483,7,7
1547455082,5,5
1547461323,9,7
1547467563,5,4
1547474042,5,5
1547483402,5,4
1547489642,3,3
1547496123,3,4
1547505722,9,9
1547511962,67,70
1547518442,14,12
1547524682,11,9
1547534283,6,6
1547540523,4,8
1547547002,8,7
1547553243,3,3
1547562603,3,4
1547575563,9,8
1547582043,24,26
1547598123,71,71
1547604363,14,12
1547610842,2,2
1547620443,9,8
1547626923,14,12
1547633162,6,6
1547639642,11,12
1547649003,3,3
1547655242,3,3
1547661482,24,20
1547669883,795,791
1547676603,293,295
1547682844,874,883
1547692203,894,874
1547698444,78,78
1547704923,16,18
1547733482,85,82
1547742843,33,29
1547749322,67,60
1547755802,7,6
1547762043,6,7
1547771403,873,906
1547777646,905,873
1547784122,118,118
1547793722,6,6
1547799963,27,26
1547806443,16,16
1547812925,12,12
1547818204,6,5
1547821325,3,3
1547824444,6,6
1547827564,4,3
1547830924,3,4
1547839804,6,6
1547842925,5,5
1547846044,5,5
1547852524,6,5
1547857805,519,546
1547860925,470,453
1547864044,45,43
1547867405,41,36
1547870525,21,20
1547875804,12,11
1547878924,13,13
1547882044,2,3
1547885164,5,4
1547888525,3,4
1547893565,8,8
1547896685,3,2
1547899815,4,5
1547903164,8,9
1547906525,2,3
1547911565,4,3
1547914685,4,4
1547917804,2,2
1547921165,3,4
1547924525,2,2
1547927666,0,1
1547930764,2,2
1547934124,1,1
1547937244,1,1
1547940364,0,2
1547943484,599,615
1547946604,530,522
1547949725,209,206
1547954763,68,68
1547957884,9,9
1547961005,3,5
1547991966,37,35
1547995085,12,13
1547998204,3,4
1548001564,10,10
1548004924,52,43
1548008044,1,1
1548011405,5,3
1548014525,3,2
1548019563,5,5
1548022925,8,9
1548026044,2,2
1548029164,872,905
1548032765,896,872
1548036126,215,207
1548039259,38,41
1548042365,24,27
1548045484,9,8
1548048606,25,27
1548051724,21,18
1548055086,8,5
1548058205,3,4
1548061324,13,12
1548066364,22,23
1548069725,4,3
