DateTime,AddedIPs,RemovedIPs
1578902606,1,0
1578906146,2,0
1578913406,3,3
1578916946,1,1
1578924206,0,1
1578931346,2,0
1578935006,1,0
1578938606,1,1
1578942146,3,3
1578945806,2,0
1578949346,1,1
1578952946,2,0
1578956606,1,1
1578967406,1,0
1578974546,1,1
1578978146,1,0
1578981747,1,1
1578988947,1,0
1578992607,0,2
1578999747,1,0
1579003347,0,1
1579006947,1,0
1579010547,0,3
1579014147,0,1
1579017747,1,3
1579021347,1,1
1579024947,0,1
1579028607,1,3
1579032207,2,0
1579035748,1,1
1579039407,0,1
1579042948,4,0
1579046607,1,3
1579053808,0,1
1579060949,2,2
1579064549,0,1
1579068209,2,1
1579071748,3,1
1579075408,0,3
1579089749,0,1
1579093348,2,2
1579097065,0,1
1579100609,5,0
1579104208,3,0
1579107809,1,15
1579111408,1,2
1579115008,1,2
1579118549,1,0
1579121767,1,1
1579122187,1,0
1579125787,1,0
1579129387,1,1
1579132987,1,0
1579136587,2,2
1579140187,1,0
1579143788,0,6
1579147388,1,1
1579150989,1,1
1579154529,7,1
1579165389,1,0
1579176130,1,0
1579179730,0,3
1579183333,0,2
1579186991,1,1
1579194192,2,0
1579197792,1,0
1579204991,0,1
1579208592,0,5
1579212194,1,1
1579215794,1,2
1579219392,0,1
1579222993,1,6
1579226593,1,5
1579230193,2,0
1579233792,2,2
1579237393,0,9
1579244593,0,2
1579248195,1,0
1579251792,0,3
1579258933,1,0
1579266192,1,0
1579269793,0,3
1579280593,2,2
1579284194,2,0
1579287794,0,2
1579291393,1,2
1579294935,3,0
1579305733,1,0
1579309394,0,1
1579312994,0,2
1579316593,2,1
1579330993,2,1
1579334533,5,0
1579341793,0,2
1579345334,1,0
1579348994,0,2
1579363394,1,1
1579377795,0,1
1579381394,1,2
1579384994,1,0
1579388534,3,2
1579406594,3,2
1579413735,0,2
1579417395,0,7
1579420996,0,2
1579431795,1,0
1579435395,1,1
1579446196,0,1
1579453395,0,1
1579460595,3,1
1579464135,0,1
1579467795,2,0
1579471395,4,1
1579478595,0,1
1579482195,0,1
1579485796,1,2
1579489396,2,2
1579492996,2,0
1579500136,1,1
1579503736,12,0
1579507396,8,0
1579514597,0,1
1579518137,1,0
1579521796,1,3
1579525396,0,2
1579528996,0,1
1579536196,1,1
1579539797,4,3
1579546997,0,5
1579550537,1,0
1579554645,1,0
1579557826,1,0
1579561427,1,2
1579565026,1,1
1579575766,0,2
1579579366,1,1
1579586626,17,1
1579590166,3,0
1579601026,0,1
1579604566,1,1
1579608166,1,1
1579618967,1,0
1579622567,1,1
1579626227,0,1
1579629767,1,0
1579637234,2,0
1579640593,1,1
1579644194,2,3
1579647794,1,1
1579651334,1,1
1579658593,1,0
1579661653,0,1
1579662734,0,1
1579665793,0,1
1579669393,1,19
1579672993,1,1
1579690993,2,0
1579694534,0,1
1579701794,0,2
1579705334,0,1
1579708994,0,1
1579712594,1,2
1579719734,1,1
1579723394,1,3
1579730534,1,0
1579734194,0,1
1579737734,1,1
1579744934,1,0
1579748594,1,2
1579752194,1,0
1579755794,1,1
1579759334,1,0
1579766534,1,1
1579773734,1,0
1579777395,0,1
1579780995,0,2
1579788195,1,0
1579791735,1,1
1579795395,1,1
1579809795,0,1
1579820596,0,5
1579831335,0,1
1579845797,0,12
1579849396,3,3
